TID,Date,Service 1,Service 2,Service 3,Service 4,TotalPrice
14190,06/01/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,312000
14191,23/04/2025,Waxing,Polishing,Car Wash,,475000
14192,26/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,603000
14193,28/11/2024,Car Wash,Tire Shine,,,915000
14194,11/04/2025,Car Wash,Polishing,Tire Replacement,,437000
14195,04/06/2024,Deodorizing,Waxing,Car Wash,,491000
14196,10/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,134000
14197,21/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,54000
14198,30/05/2024,Waxing,Polishing,Car Wash,,334000
14199,22/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,273000
14200,19/08/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,588000
14201,09/10/2024,Car Wash,Tire Shine,,,515000
14202,04/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,340000
14203,04/08/2024,Deodorizing,Waxing,Car Wash,,724000
14204,08/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,605000
14205,29/12/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,663000
14206,05/10/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,211000
14207,19/07/2024,Car Wash,Underbody Wash,,,680000
14208,14/02/2025,Deodorizing,Interior Vacuuming,Car Wash,,504000
14209,16/07/2024,Car Wash,Polishing,Tire Replacement,,229000
14210,13/08/2024,Car Wash,Underbody Wash,,,291000
14211,20/09/2024,Deodorizing,Waxing,Car Wash,,53000
14212,06/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,290000
14213,17/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,526000
14214,13/07/2024,Car Wash,Polishing,Tire Replacement,,499000
14215,09/02/2025,Waxing,Polishing,Car Wash,,504000
14216,16/04/2025,Waxing,Polishing,Car Wash,,266000
14217,23/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,510000
14218,26/02/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,123000
14219,14/02/2025,Waxing,Polishing,Car Wash,,399000
14220,31/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,1032000
14221,17/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,234000
14222,20/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,633000
14223,22/06/2024,Deodorizing,Waxing,Car Wash,,713000
14224,05/11/2024,Car Wash,Underbody Wash,,,485000
14225,29/03/2025,Deodorizing,Waxing,Car Wash,,591000
14226,26/11/2024,Deodorizing,Waxing,Car Wash,,206000
14227,18/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,58000
14228,14/07/2024,Car Wash,Tire Shine,,,738000
14229,17/07/2024,Deodorizing,Waxing,Car Wash,,513000
14230,29/11/2024,Car Wash,Underbody Wash,,,197000
14231,15/09/2024,Car Wash,Tire Shine,,,251000
14232,06/05/2024,Car Wash,Tire Shine,,,541000
14233,28/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,632000
14234,23/02/2025,Car Wash,Polishing,Tire Replacement,,928000
14235,30/04/2025,Deodorizing,Waxing,Car Wash,,245000
14236,21/06/2024,Waxing,Polishing,Car Wash,,335000
14237,11/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,271000
14238,02/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,345000
14239,11/10/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,251000
14240,22/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,540000
14241,23/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,213000
14242,08/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,386000
14243,22/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,241000
14244,05/04/2025,Deodorizing,Waxing,Car Wash,,229000
14245,06/05/2024,Car Wash,Polishing,Tire Replacement,,287000
14246,24/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,359000
14247,28/03/2025,Deodorizing,Waxing,Car Wash,,270000
14248,27/12/2024,Waxing,Polishing,Car Wash,,366000
14249,30/05/2024,Deodorizing,Waxing,Car Wash,,341000
14250,14/03/2025,Car Wash,Polishing,Tire Replacement,,96000
14251,04/05/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,441000
14252,26/07/2024,Waxing,Polishing,Car Wash,,145000
14253,07/07/2024,Deodorizing,Waxing,Car Wash,,209000
14254,10/07/2024,Car Wash,Polishing,Tire Replacement,,388000
14255,12/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,368000
14256,04/06/2024,Car Wash,Tire Shine,,,327000
14257,31/12/2024,Car Wash,Polishing,Tire Replacement,,386000
14258,02/02/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,401000
14259,25/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,337000
14260,08/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,144000
14261,19/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,286000
14262,01/07/2024,Car Wash,Tire Shine,,,739000
14263,03/10/2024,Deodorizing,Waxing,Car Wash,,194000
14264,30/05/2024,Deodorizing,Interior Vacuuming,Car Wash,,501000
14265,19/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,309000
14266,17/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,497000
14267,06/09/2024,Car Wash,Tire Shine,,,402000
14268,13/12/2024,Deodorizing,Waxing,Car Wash,,335000
14269,09/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,828000
14270,27/10/2024,Car Wash,Underbody Wash,,,411000
14271,11/10/2024,Waxing,Polishing,Car Wash,,293000
14272,06/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,627000
14273,14/07/2024,Deodorizing,Waxing,Car Wash,,433000
14274,21/12/2024,Car Wash,Underbody Wash,,,357000
14275,13/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,728000
14276,30/12/2024,Car Wash,Polishing,Tire Replacement,,386000
14277,19/04/2025,Car Wash,Polishing,Tire Replacement,,417000
14278,19/11/2024,Waxing,Polishing,Car Wash,,384000
14279,02/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,664000
14280,29/03/2025,Car Wash,Polishing,Tire Replacement,,473000
14281,20/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,304000
14282,01/06/2024,Deodorizing,Waxing,Car Wash,,145000
14283,25/02/2025,Waxing,Polishing,Car Wash,,480000
14284,14/11/2024,Car Wash,Underbody Wash,,,154000
14285,13/05/2024,Car Wash,Polishing,Tire Replacement,,168000
14286,07/05/2024,Car Wash,Underbody Wash,,,755000
14287,16/07/2024,Car Wash,Tire Shine,,,131000
14288,04/11/2024,Deodorizing,Waxing,Car Wash,,431000
14289,12/09/2024,Car Wash,Tire Shine,,,140000
14290,28/10/2024,Car Wash,Tire Shine,,,611000
14291,19/03/2025,Car Wash,Underbody Wash,,,574000
14292,20/09/2024,Car Wash,Polishing,Tire Replacement,,451000
14293,28/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,240000
14294,26/01/2025,Car Wash,Underbody Wash,,,793000
14295,01/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,80000
14296,17/08/2024,Car Wash,Polishing,Tire Replacement,,189000
14297,24/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,159000
14298,14/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,293000
14299,17/04/2025,Deodorizing,Waxing,Car Wash,,230000
14300,22/12/2024,Car Wash,Underbody Wash,,,395000
14301,14/02/2025,Deodorizing,Waxing,Car Wash,,416000
14302,26/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,507000
14303,13/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,662000
14304,18/01/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,308000
14305,29/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,451000
14306,11/02/2025,Waxing,Polishing,Car Wash,,624000
14307,27/08/2024,Deodorizing,Waxing,Car Wash,,765000
14308,23/06/2024,Car Wash,Polishing,Tire Replacement,,184000
14309,24/07/2024,Waxing,Polishing,Car Wash,,299000
14310,12/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,417000
14311,04/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,281000
14312,20/06/2024,Car Wash,Underbody Wash,,,184000
14313,01/09/2024,Car Wash,Tire Shine,,,197000
14314,30/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,296000
14315,11/07/2024,Car Wash,Tire Shine,,,786000
14316,28/02/2025,Car Wash,Underbody Wash,,,690000
14317,27/12/2024,Deodorizing,Waxing,Car Wash,,259000
14318,28/06/2024,Car Wash,Tire Shine,,,856000
14319,14/01/2025,Car Wash,Underbody Wash,,,400000
14320,31/01/2025,Car Wash,Polishing,Tire Replacement,,548000
14321,05/11/2024,Waxing,Polishing,Car Wash,,121000
14322,04/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,783000
14323,26/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,349000
14324,21/06/2024,Car Wash,Underbody Wash,,,177000
14325,11/06/2024,Car Wash,Underbody Wash,,,381000
14326,19/07/2024,Car Wash,Polishing,Tire Replacement,,247000
14327,24/02/2025,Car Wash,Tire Shine,,,874000
14328,13/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,256000
14329,10/06/2024,Car Wash,Tire Shine,,,737000
14330,19/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,363000
14331,29/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,781000
14332,14/11/2024,Deodorizing,Waxing,Car Wash,,196000
14333,12/12/2024,Car Wash,Polishing,Tire Replacement,,606000
14334,25/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,682000
14335,18/10/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,668000
14336,05/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,488000
14337,23/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,243000
14338,07/01/2025,Car Wash,Polishing,Tire Replacement,,235000
14339,15/11/2024,Deodorizing,Waxing,Car Wash,,530000
14340,29/07/2024,Car Wash,Polishing,Tire Replacement,,765000
14341,10/01/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,97000
14342,12/10/2024,Waxing,Polishing,Car Wash,,173000
14343,01/04/2025,Waxing,Polishing,Car Wash,,618000
14344,05/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,230000
14345,07/02/2025,Deodorizing,Waxing,Car Wash,,278000
14346,17/06/2024,Deodorizing,Waxing,Car Wash,,758000
14347,20/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,292000
14348,19/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,734000
14349,12/09/2024,Waxing,Polishing,Car Wash,,863000
14350,07/11/2024,Waxing,Polishing,Car Wash,,283000
14351,09/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,404000
14352,21/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,271000
14353,26/08/2024,Car Wash,Underbody Wash,,,710000
14354,08/04/2025,Car Wash,Tire Shine,,,195000
14355,16/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,739000
14356,28/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,247000
14357,12/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,195000
14358,29/12/2024,Car Wash,Polishing,Tire Replacement,,736000
14359,01/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,94000
14360,11/08/2024,Car Wash,Underbody Wash,,,484000
14361,08/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,136000
14362,16/01/2025,Car Wash,Underbody Wash,,,662000
14363,17/06/2024,Deodorizing,Waxing,Car Wash,,746000
14364,10/08/2024,Car Wash,Polishing,Tire Replacement,,1009000
14365,17/04/2025,Car Wash,Tire Shine,,,616000
14366,03/06/2024,Car Wash,Underbody Wash,,,601000
14367,15/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,842000
14368,27/04/2025,Car Wash,Tire Shine,,,474000
14369,11/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,695000
14370,03/02/2025,Car Wash,Tire Shine,,,425000
14371,17/07/2024,Car Wash,Underbody Wash,,,423000
14372,06/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,340000
14373,07/06/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,369000
14374,06/01/2025,Waxing,Polishing,Car Wash,,384000
14375,20/10/2024,Car Wash,Polishing,Tire Replacement,,666000
14376,01/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,109000
14377,03/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,196000
14378,13/02/2025,Car Wash,Underbody Wash,,,538000
14379,11/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,152000
14380,16/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,319000
14381,14/03/2025,Waxing,Polishing,Car Wash,,786000
14382,21/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,55000
14383,30/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,194000
14384,19/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,998000
14385,17/02/2025,Waxing,Polishing,Car Wash,,140000
14386,10/02/2025,Deodorizing,Waxing,Car Wash,,273000
14387,23/09/2024,Car Wash,Tire Shine,,,215000
14388,02/02/2025,Car Wash,Tire Shine,,,270000
14389,23/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,273000
14390,25/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,178000
14391,02/07/2024,Car Wash,Polishing,Tire Replacement,,703000
14392,19/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,603000
14393,10/01/2025,Waxing,Polishing,Car Wash,,704000
14394,18/09/2024,Deodorizing,Waxing,Car Wash,,526000
14395,15/08/2024,Car Wash,Polishing,Tire Replacement,,407000
14396,21/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,88000
14397,12/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,441000
14398,19/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,707000
14399,19/05/2024,Car Wash,Underbody Wash,,,497000
14400,12/11/2024,Deodorizing,Interior Vacuuming,Car Wash,,183000
14401,30/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,277000
14402,17/03/2025,Waxing,Polishing,Car Wash,,274000
14403,18/10/2024,Car Wash,Tire Shine,,,841000
14404,25/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,356000
14405,17/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,257000
14406,20/10/2024,Waxing,Polishing,Car Wash,,224000
14407,27/09/2024,Car Wash,Tire Shine,,,551000
14408,19/05/2024,Car Wash,Polishing,Tire Replacement,,414000
14409,27/04/2025,Deodorizing,Waxing,Car Wash,,468000
14410,03/01/2025,Car Wash,Underbody Wash,,,450000
14411,27/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,105000
14412,22/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,264000
14413,06/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,530000
14414,18/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,217000
14415,10/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,344000
14416,06/10/2024,Car Wash,Underbody Wash,,,512000
14417,06/10/2024,Waxing,Polishing,Car Wash,,593000
14418,09/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,474000
14419,13/02/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,84000
14420,24/07/2024,Car Wash,Polishing,Tire Replacement,,513000
14421,05/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,298000
14422,02/02/2025,Deodorizing,Waxing,Car Wash,,405000
14423,11/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,213000
14424,26/09/2024,Car Wash,Underbody Wash,,,724000
14425,07/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,262000
14426,03/05/2025,Car Wash,Underbody Wash,,,702000
14427,09/05/2024,Deodorizing,Waxing,Car Wash,,287000
14428,03/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,421000
14429,10/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,576000
14430,13/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,248000
14431,04/12/2024,Car Wash,Tire Shine,,,505000
14432,12/05/2024,Car Wash,Tire Shine,,,201000
14433,06/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,651000
14434,13/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,583000
14435,24/03/2025,Waxing,Polishing,Car Wash,,116000
14436,07/07/2024,Car Wash,Underbody Wash,,,642000
14437,25/11/2024,Car Wash,Polishing,Tire Replacement,,221000
14438,22/09/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,336000
14439,16/11/2024,Deodorizing,Waxing,Car Wash,,156000
14440,09/07/2024,Car Wash,Tire Shine,,,706000
14441,06/10/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,264000
14442,03/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,662000
14443,22/01/2025,Car Wash,Underbody Wash,,,565000
14444,02/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,683000
14445,18/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,382000
14446,25/12/2024,Deodorizing,Interior Vacuuming,Car Wash,,515000
14447,24/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,608000
14448,06/09/2024,Car Wash,Underbody Wash,,,861000
14449,21/10/2024,Car Wash,Underbody Wash,,,349000
14450,26/10/2024,Car Wash,Polishing,Tire Replacement,,164000
14451,06/01/2025,Car Wash,Underbody Wash,,,341000
14452,09/12/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,229000
14453,05/02/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,325000
14454,05/06/2024,Car Wash,Underbody Wash,,,410000
14455,19/07/2024,Waxing,Polishing,Car Wash,,263000
14456,09/05/2024,Waxing,Polishing,Car Wash,,637000
14457,29/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,641000
14458,06/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,847000
14459,27/07/2024,Car Wash,Tire Shine,,,118000
14460,03/02/2025,Car Wash,Polishing,Tire Replacement,,525000
14461,26/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,639000
14462,17/04/2025,Car Wash,Tire Shine,,,794000
14463,17/04/2025,Car Wash,Underbody Wash,,,438000
14464,02/05/2025,Deodorizing,Interior Vacuuming,Car Wash,,177000
14465,09/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,476000
14466,23/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,695000
14467,18/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,244000
14468,31/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,340000
14469,31/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,332000
14470,26/06/2024,Car Wash,Tire Shine,,,55000
14471,20/08/2024,Car Wash,Polishing,Tire Replacement,,112000
14472,31/05/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,276000
14473,06/03/2025,Car Wash,Underbody Wash,,,585000
14474,12/01/2025,Car Wash,Tire Shine,,,890000
14475,29/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,192000
14476,22/09/2024,Deodorizing,Waxing,Car Wash,,497000
14477,19/01/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,394000
14478,15/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,523000
14479,04/01/2025,Deodorizing,Waxing,Car Wash,,368000
14480,26/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,404000
14481,15/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,221000
14482,04/05/2025,Car Wash,Polishing,Tire Replacement,,69000
14483,13/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,146000
14484,23/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,189000
14485,13/07/2024,Deodorizing,Waxing,Car Wash,,275000
14486,15/12/2024,Waxing,Polishing,Car Wash,,283000
14487,31/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,455000
14488,04/01/2025,Waxing,Polishing,Car Wash,,421000
14489,13/05/2024,Car Wash,Underbody Wash,,,178000
14490,28/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,495000
14491,29/12/2024,Waxing,Polishing,Car Wash,,515000
14492,26/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,555000
14493,10/02/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,170000
14494,27/05/2024,Car Wash,Underbody Wash,,,342000
14495,29/06/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,496000
14496,25/02/2025,Deodorizing,Interior Vacuuming,Car Wash,,569000
14497,14/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,1008000
14498,11/10/2024,Car Wash,Underbody Wash,,,553000
14499,23/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,383000
14500,13/11/2024,Car Wash,Polishing,Tire Replacement,,677000
14501,20/06/2024,Deodorizing,Waxing,Car Wash,,587000
14502,02/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,311000
14503,26/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,91000
14504,01/12/2024,Deodorizing,Waxing,Car Wash,,277000
14505,28/06/2024,Car Wash,Tire Shine,,,862000
14506,22/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,238000
14507,12/09/2024,Deodorizing,Waxing,Car Wash,,805000
14508,21/09/2024,Car Wash,Underbody Wash,,,547000
14509,08/04/2025,Waxing,Polishing,Car Wash,,381000
14510,12/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,884000
14511,27/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,210000
14512,07/12/2024,Car Wash,Underbody Wash,,,414000
14513,16/11/2024,Deodorizing,Waxing,Car Wash,,434000
14514,18/07/2024,Deodorizing,Waxing,Car Wash,,396000
14515,01/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,672000
14516,22/10/2024,Car Wash,Polishing,Tire Replacement,,541000
14517,10/07/2024,Deodorizing,Waxing,Car Wash,,242000
14518,16/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,417000
14519,22/05/2024,Car Wash,Underbody Wash,,,639000
14520,05/05/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,397000
14521,17/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,433000
